candidato,palabra_clave,enlace_original,enlace_limpio
Leonidas Iza,elecciones 2025,https://x.com/Gio_Dupleint/status/1891917931589628133/analytics,https://x.com/Gio_Dupleint/status/1891917931589628133
Leonidas Iza,elecciones 2025,https://x.com/Gio_Dupleint/status/1891917931589628133,https://x.com/Gio_Dupleint/status/1891917931589628133
